,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
754,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",4,CA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,8,0.65,0.6,0,0,52.11,108380,5.9,27.14,30.21,42.28,67.96,79.42,56460,62830,87940,141360,165190,0,0
755,42100,"Santa Cruz-Watsonville, CA",4,CA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,7.7,0.854,0.79,0,0,55.07,114540,3.2,29.2,39.21,50.32,66.08,92.65,60740,81550,104660,137440,192710,0,0
756,42200,"Santa Maria-Santa Barbara, CA",4,CA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,190,4.2,0.941,0.87,0,0,61.96,128880,6.2,28.79,37.72,53.87,74.97,91.43,59890,78460,112050,155950,190170,0,0
757,42220,"Santa Rosa, CA",4,CA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,20,0.523,0.48,0,0,58.32,121310,6.6,30.28,40.65,58.92,72.36,96.03,62980,84550,122560,150500,199730,0,0
758,42340,"Savannah, GA",4,GA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,4.8,0.599,0.55,0,0,38.9,80920,2.6,23.01,29.21,36.33,46.89,59.51,47860,60750,75560,97520,123780,0,0
759,42540,"Scranton--Wilkes-Barre--Hazleton, PA",4,PA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,100,11.6,0.403,0.37,0,0,37.95,78940,4.2,21.18,28.14,37.03,48.44,58.06,44050,58520,77020,100760,120760,0,0
760,42660,"Seattle-Tacoma-Bellevue, WA",4,WA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,3610,9.5,1.774,1.64,0,0,68.66,142810,5.1,31.88,47.72,67.58,83.96,100.18,66300,99250,140560,174640,208380,0,0
761,43100,"Sheboygan, WI",4,WI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,17.8,0.527,0.49,0,0,43.21,89880,1.9,29.47,29.94,41.55,60.48,63.75,61290,62270,86420,125790,132590,0,0
762,43420,"Sierra Vista-Douglas, AZ",4,AZ,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,0,0,0,0,0,0,44.33,92210,11.3,28.36,39.27,45.52,49.49,53.47,58990,81690,94690,102940,111220,0,0
763,43620,"Sioux Falls, SD",4,SD,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,14.4,0.509,0.47,0,0,49.23,102400,4,34.03,41.02,52.07,57.63,62.44,70780,85330,108310,119870,129870,0,0
764,43780,"South Bend-Mishawaka, IN-MI",4,IN,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,130,5.7,0.993,0.92,0,0,37,76950,3.4,21.38,27.79,35.71,46.85,51.99,44460,57800,74270,97450,108130,0,0
765,43900,"Spartanburg, SC",4,SC,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,16.8,0.388,0.36,0,0,44.18,91890,3.8,30.68,35.31,41.34,50.94,60.31,63820,73430,85980,105960,125440,0,0
766,44060,"Spokane-Spokane Valley, WA",4,WA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,100,13.3,0.397,0.37,0,0,63.52,132120,8.3,35.58,43.36,61.76,76.59,98.45,74000,90200,128450,159300,204780,0,0
767,44100,"Springfield, IL",4,IL,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,8,0.364,0.34,0,0,44.31,92160,2.3,27.93,32.68,42.27,49.73,63.03,58100,67970,87920,103440,131100,0,0
768,44180,"Springfield, MO",4,MO,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,190,10.5,0.913,0.85,0,0,33.85,70410,1.5,19.73,24.46,31.64,40.23,48.43,41040,50870,65810,83680,100740,0,0
769,44700,"Stockton-Lodi, CA",4,CA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,12,0.33,0.31,0,0,56.13,116760,4.3,29.22,36.35,52.72,77.8,89.76,60790,75610,109650,161820,186690,0,0
770,45060,"Syracuse, NY",4,NY,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,260,7.7,0.911,0.84,0,0,44.32,92180,2.6,19.9,29.88,39.49,56.1,73.97,41390,62150,82130,116690,153860,0,0
771,45220,"Tallahassee, FL",4,FL,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,120,9.7,0.688,0.64,0,0,37.67,78350,3.8,21.48,21.67,29.46,48.09,64.11,44670,45070,61280,100030,133350,0,0
772,45300,"Tampa-St. Petersburg-Clearwater, FL",4,FL,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,1450,5.5,1.059,0.98,0,0,47.77,99360,3,25.87,33.74,46.78,56.14,68.5,53810,70170,97300,116780,142480,0,0
773,45460,"Terre Haute, IN",4,IN,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,6.8,0.754,0.7,0,0,34.84,72470,1.8,23.68,28.5,33.6,41.72,42.57,49240,59290,69890,86780,88550,0,0
774,45780,"Toledo, OH",4,OH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,120,46.8,0.434,0.4,0,0,33.07,68780,6.5,17.62,17.62,31.22,45.02,55.04,36650,36650,64950,93640,114480,0,0
775,45940,"Trenton, NJ",4,NJ,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,330,4.6,1.401,1.3,0,0,64.75,134670,1.8,37.73,46.46,63.3,79.26,96.96,78480,96640,131660,164860,201680,0,0
776,46060,"Tucson, AZ",4,AZ,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,260,13.3,0.691,0.64,0,0,48.19,100230,5.8,25.81,33.08,46.61,59.6,76.81,53690,68800,96950,123960,159760,0,0
777,46140,"Tulsa, OK",4,OK,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,420,14.7,0.978,0.91,0,0,44.9,93380,2.9,28.34,33.97,40.36,53.95,68.39,58950,70660,83940,112210,142260,0,0
778,46340,"Tyler, TX",4,TX,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,16.7,0.412,0.38,0,0,37.09,77150,3.9,20.5,27.29,35.34,47.8,49.24,42640,56760,73510,99430,102410,0,0
779,46520,"Urban Honolulu, HI",4,HI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,17.8,0.209,0.19,0,0,49.65,103260,6.3,19.64,30.28,54.01,59.48,76.04,40860,62990,112330,123720,158170,0,0
780,46540,"Utica-Rome, NY",4,NY,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,16.5,0.626,0.58,0,0,44.64,92860,4.6,20.08,28.46,39.71,51.58,72.74,41760,59200,82610,107290,151300,0,0
781,46700,"Vallejo-Fairfield, CA",4,CA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,13,0.537,0.5,0,0,57.53,119660,5.8,28.55,37.59,45.92,67.18,95.93,59370,78190,95520,139720,199540,0,0
782,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",4,VA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,450,31.1,0.616,0.57,0,0,48.68,101260,5.3,28.58,35.05,47.92,63.57,70.52,59440,72890,99670,132220,146680,0,0
783,47300,"Visalia-Porterville, CA",4,CA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,20.6,0.221,0.2,0,0,45.76,95180,9.1,23.33,30.48,39.01,58.2,77.52,48530,63400,81140,121050,161250,0,0
784,47380,"Waco, TX",4,TX,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,13.7,0.635,0.59,0,0,37.44,77860,5.1,16.27,22.69,32.98,53.04,57.2,33850,47200,68600,110320,118970,0,0
785,47580,"Warner Robins, GA",4,GA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,18.8,1.148,1.06,0,0,43.98,91480,5.4,25.16,36.07,40.17,48.89,68.86,52320,75030,83550,101700,143240,0,0
786,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",4,DC,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,6720,7.6,2.22,2.06,0,0,60.65,126160,3,34.59,46.02,59.89,79.1,86.72,71940,95730,124570,164530,180380,0,0
787,47940,"Waterloo-Cedar Falls, IA",4,IA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,5,1.068,0.99,0,0,41.78,86900,3.5,23.09,29.12,37.95,51.01,63.06,48020,60580,78930,106090,131160,0,0
788,48140,"Wausau, WI",4,WI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,8.6,0.712,0.66,0,0,50.03,104060,1.2,38.29,43.91,47.58,61.29,62.81,79630,91320,98960,127490,130640,0,0
789,48900,"Wilmington, NC",4,NC,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,100,11,0.766,0.71,0,0,53.89,112100,2,30.68,41.51,57.29,60.96,70.23,63820,86340,119160,126800,146070,0,0
790,49180,"Winston-Salem, NC",4,NC,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,210,5.6,0.796,0.74,0,0,51.89,107930,1.4,30.06,40.31,49.81,62.49,70.48,62520,83830,103600,129980,146590,0,0
791,49620,"York-Hanover, PA",4,PA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,7.8,0.475,0.44,0,0,38.63,80340,3.1,22.41,29.66,37.1,47.61,59.14,46600,61690,77170,99020,123010,0,0
792,49660,"Youngstown-Warren-Boardman, OH-PA",4,OH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,18.6,0.166,0.15,0,0,38.93,80960,7.3,23.34,28.19,40.99,46.25,55.72,48540,58640,85270,96200,115890,0,0
793,70750,"Bangor, ME",4,ME,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,10.4,0.608,0.56,0,0,43.62,90720,10,30.66,32.92,40,51.62,63.77,63770,68470,83210,107370,132630,0,0
794,71650,"Boston-Cambridge-Nashua, MA-NH",4,MA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,0,0,0,0,0,0,58.28,121230,4.6,35.41,39.96,51.28,66.83,84.95,73650,83120,106670,139000,176700,0,0
795,71950,"Bridgeport-Stamford-Norwalk, CT",4,CT,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,270,8.8,0.679,0.63,0,0,55.41,115240,3,32.66,40.12,50.82,65.16,79.9,67930,83450,105700,135530,166190,0,0
796,72400,"Burlington-South Burlington, VT",4,VT,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,48.8,0.692,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,73050,"Dover-Durham, NH-ME",4,NH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,19.5,1.002,0.93,0,0,39.66,82490,9.7,19.47,24.88,34.68,48.29,65.62,40490,51750,72130,100450,136480,0,0
798,73450,"Hartford-West Hartford-East Hartford, CT",4,CT,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,430,3.7,0.776,0.72,0,0,51.8,107740,0.9,19.17,30.77,51.59,62.76,80.66,39880,64010,107310,130530,167760,0,0
799,74650,"Lewiston-Auburn, ME",4,ME,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,25.8,0.744,0.69,0,0,38.74,80570,4.5,28.95,30.9,35.72,44.82,57.06,60220,64270,74300,93230,118690,0,0
800,74950,"Manchester, NH",4,NH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,120,12.4,1.111,1.03,0,0,46.49,96700,5,25.03,29.57,49.52,60.31,75.86,52050,61500,103000,125450,157790,0,0
801,75700,"New Haven, CT",4,CT,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,150,14.8,0.538,0.5,0,0,50.56,105150,6.5,31.03,33.47,47.88,62.93,91.61,64550,69620,99590,130900,190550,0,0
802,76750,"Portland-South Portland, ME",4,ME,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,410,8.3,2.011,1.86,0,0,48.79,101470,3.8,31.44,37.82,44.5,63.74,66.8,65390,78670,92560,132580,138940,0,0
803,76900,"Portsmouth, NH-ME",4,NH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,100,19.8,1.103,1.02,0,0,41.17,85620,6.3,24.34,29.62,38.84,50.63,66.49,50630,61610,80790,105310,138300,0,0
804,77200,"Providence-Warwick, RI-MA",4,RI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,610,8,1.094,1.01,0,0,55.95,116370,2,37.84,41.56,52.52,64.16,80.91,78700,86440,109240,133460,168290,0,0
805,78100,"Springfield, MA-CT",4,MA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,0,0,0,0,0,0,43.92,91360,5.2,24.15,32.36,42.18,52.33,63.5,50230,67300,87730,108840,132070,0,0
806,79600,"Worcester, MA-CT",4,MA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,0,0,0,0,0,0,47.63,99080,2,29.52,36.11,44.58,56.66,66.87,61400,75100,92730,117850,139090,0,0
807,200006,Alaska nonmetropolitan area,6,AK,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,18.1,0.481,0.45,0,0,49.9,103790,7.3,31.99,35.93,47.99,62.91,77.41,66530,74740,99830,130860,161010,0,0
808,400001,Arizona nonmetropolitan area,6,AZ,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,11.8,0.549,0.51,0,0,40.07,83350,3.8,19.96,28.23,37.93,47.47,66.1,41520,58710,78890,98740,137490,0,0
809,600007,North Valley-Northern Mountains Region of California nonmetropolitan area,6,CA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,22.4,0.329,0.31,0,0,44.7,92970,5.8,28.39,28.86,32.13,46.66,91.23,59040,60040,66830,97050,189750,0,0
810,800003,Northwest Colorado nonmetropolitan area,6,CO,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,17.1,0.306,0.28,0,0,38.83,80760,11.8,25.07,25.45,36.31,45.72,56.92,52140,52930,75530,95110,118400,0,0
811,1200003,South Florida nonmetropolitan area,6,FL,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,18.1,0.508,0.47,0,0,50.06,104130,19,29.37,33.35,47.64,61.25,77.69,61080,69370,99080,127390,161600,0,0
812,1300001,North Georgia nonmetropolitan area,6,GA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,34.7,0.216,0.2,0,0,38.69,80480,8.5,25.01,28.84,36.21,47.11,50.96,52020,59990,75310,98000,106000,0,0
813,1300004,South Georgia nonmetropolitan area,6,GA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,13,0.194,0.18,0,0,36.27,75450,5.8,18.98,22.08,31.39,47.07,65.03,39480,45930,65280,97910,135260,0,0
814,1700002,West Central Illinois nonmetropolitan area,6,IL,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,14,0.23,0.21,0,0,40.75,84760,6.5,23.68,28.07,30.99,61.4,61.4,49250,58390,64460,127710,127720,0,0
815,1800001,Northern Indiana nonmetropolitan area,6,IN,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,26.4,0.211,0.2,0,0,36.17,75240,2.8,21.14,24.89,31.04,46.43,57.8,43960,51760,64570,96570,120220,0,0
816,1800002,Central Indiana nonmetropolitan area,6,IN,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,11.5,0.377,0.35,0,0,32.47,67540,6,21.14,24.43,29.6,39.32,48.53,43970,50810,61570,81790,100940,0,0
817,1800003,Southern Indiana nonmetropolitan area,6,IN,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,7.1,0.249,0.23,0,0,32.02,66600,9.9,19.16,23.47,29.18,38.19,48.9,39840,48820,60700,79420,101720,0,0
818,1900004,Southeast Iowa nonmetropolitan area,6,IA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,5.9,0.501,0.46,0,0,37.31,77600,3.8,19.73,22.59,36.09,46.51,52.98,41030,46990,75060,96740,110200,0,0
819,2100001,West Kentucky nonmetropolitan area,6,KY,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,20.9,0.252,0.23,0,0,41.49,86300,4.4,21.16,30.16,40.21,45.98,65.46,44020,62740,83630,95640,136160,0,0
820,2100002,South Central Kentucky nonmetropolitan area,6,KY,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,6.9,0.574,0.53,0,0,27.83,57880,5.6,12.72,16.44,21.39,40.92,52.15,26470,34200,44490,85110,108480,0,0
821,2100003,Central Kentucky nonmetropolitan area,6,KY,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,17.9,0.476,0.44,0,0,39.69,82550,2.7,23.56,31.33,41.49,45.71,57.9,49010,65170,86310,95070,120420,0,0
822,2300001,Northeast Maine nonmetropolitan area,6,ME,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,13.3,0.462,0.43,0,0,41.05,85380,7.5,25.75,28.42,37.81,52.17,64.9,53560,59110,78650,108510,134990,0,0
823,2300002,Southwest Maine nonmetropolitan area,6,ME,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,160,9.4,0.832,0.77,0,0,47.86,99550,9.2,28.16,34.91,48.17,63.07,63.07,58580,72610,100200,131190,131190,0,0
824,2600001,Upper Peninsula of Michigan nonmetropolitan area,6,MI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,11.7,0.287,0.27,0,0,30.57,63590,7.3,20.69,21.65,24.32,33.21,47.92,43040,45030,50590,69070,99680,0,0
825,2600004,Balance of Lower Peninsula of Michigan nonmetropolitan area,6,MI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,100,5.9,0.384,0.36,0,0,38.37,79820,3.6,21.75,25.86,34.15,45.82,61.8,45230,53800,71030,95300,128540,0,0
826,2800001,Northeast Mississippi nonmetropolitan area,6,MS,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,28.6,0.503,0.47,0,0,26.69,55520,7.5,14.89,14.89,20.87,29.26,46.2,30980,30980,43420,60860,96100,0,0
827,2900001,Central Missouri nonmetropolitan area,6,MO,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,21.2,0.28,0.26,0,0,34.91,72600,4.4,21.24,27.56,33.38,41.94,48.59,44170,57320,69430,87230,101060,0,0
828,2900002,North Missouri nonmetropolitan area,6,MO,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,17.2,0.329,0.3,0,0,32.83,68290,5.2,18.09,26.28,29.03,38.09,48.19,37620,54660,60390,79220,100240,0,0
829,2900004,Southwest Missouri nonmetropolitan area,6,MO,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,36.8,0.723,0.67,0,0,34.27,71280,4.2,21.61,29.13,29.13,37.64,47.2,44950,60600,60600,78290,98180,0,0
830,3100006,South Nebraska nonmetropolitan area,6,NE,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,11,0.269,0.25,0,0,38.45,79980,5.3,26.01,35.96,37.61,40.01,48.4,54090,74790,78230,83230,100670,0,0
831,3200006,Nevada nonmetropolitan area,6,NV,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,28,0.523,0.48,0,0,59.34,123430,16.9,27.99,38.99,62.54,81.4,94.28,58220,81100,130090,169320,196100,0,0
832,3300002,Central New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,15.7,0.342,0.32,0,0,49.14,102220,7.9,26.83,33.97,51.74,62.27,72.96,55800,70670,107630,129520,151760,0,0
833,3300006,West Central-Southwest New Hampshire nonmetropolitan area,6,NH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,60,7.5,0.599,0.56,0,0,37,76960,5.7,23.75,26.92,31.81,47.37,52.05,49400,55990,66170,98530,108270,0,0
834,3600001,Capital/Northern New York nonmetropolitan area,6,NY,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,8.3,0.284,0.26,0,0,38.51,80100,4.7,18.45,21.8,36.15,45.75,64.34,38370,45340,75190,95160,133830,0,0
835,3600004,Southwest New York nonmetropolitan area,6,NY,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,18,0.304,0.28,0,0,38.52,80120,10.4,21.8,28.92,35.01,47.32,60.74,45340,60150,72810,98430,126340,0,0
836,3600006,Central East New York nonmetropolitan area,6,NY,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,6.6,0.518,0.48,0,0,51.77,107670,2.6,26.26,31.92,49.49,64.32,80.66,54620,66390,102930,133790,167780,0,0
837,3700001,Southeast Coastal North Carolina nonmetropolitan area,6,NC,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,11.3,0.305,0.28,0,0,46.28,96270,3.3,31.52,36,45.6,58.45,64.4,65560,74890,94840,121570,133940,0,0
838,3700003,Piedmont North Carolina nonmetropolitan area,6,NC,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,41.4,0.135,0.13,0,0,49,101920,6.2,22.13,31.4,45.6,60.65,77.88,46030,65300,94840,126160,161980,0,0
839,3700004,Mountain North Carolina nonmetropolitan area,6,NC,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,10.6,0.247,0.23,0,0,54.49,113340,5.6,22.13,39.52,56.05,64.93,94.1,46030,82190,116590,135050,195730,0,0
840,3900001,West Northwestern Ohio nonmetropolitan area,6,OH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,10.9,0.345,0.32,0,0,43.1,89640,2,24.28,31.33,40.9,50.97,66.75,50500,65170,85070,106010,138830,0,0
841,3900002,North Northeastern Ohio nonmetropolitan area (noncontiguous),6,OH,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,70,9.1,0.213,0.2,0,0,38.79,80690,6.4,23.22,27.04,37.18,47.22,58.95,48290,56250,77340,98210,122610,0,0
842,4000001,Northeast Oklahoma nonmetropolitan area,6,OK,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,80,7.2,0.663,0.61,0,0,47.8,99420,12.3,26.85,35.72,41.47,61.27,69.13,55840,74300,86250,127440,143780,0,0
843,4000002,Northwest Oklahoma nonmetropolitan area,6,OK,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,13.7,1.203,1.11,0,0,33.25,69170,4,23.43,23.43,30.12,38.33,52.29,48730,48730,62640,79720,108750,0,0
844,4000003,Southwest Oklahoma nonmetropolitan area,6,OK,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,29.4,0.575,0.53,0,0,39.75,82690,12.5,30.86,30.86,35.52,49.34,63.72,64190,64190,73890,102630,132530,0,0
845,4000004,Southeast Oklahoma nonmetropolitan area,6,OK,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,90,13.7,0.533,0.49,0,0,38.89,80900,5.1,26.19,30.86,30.86,46.17,63.72,54470,64190,64190,96030,132530,0,0
846,4200001,Western Pennsylvania nonmetropolitan area,6,PA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,13.8,0.355,0.33,0,0,30.71,63880,5,18.31,20.87,26.24,39.22,47.11,38080,43410,54570,81580,97990,0,0
847,4200002,Northern Pennsylvania nonmetropolitan area,6,PA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,30.7,0.307,0.28,0,0,37.66,78320,3,23.04,27.14,34.04,44.45,62.22,47910,56460,70810,92460,129410,0,0
848,4200003,Southern Pennsylvania nonmetropolitan area,6,PA,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,16.9,0.175,0.16,0,0,39.53,82220,4.6,21.32,33.43,38.41,44.22,55.42,44340,69540,79880,91980,115270,0,0
849,4800004,Hill Country Region of Texas nonmetropolitan area,6,TX,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,40,31.3,0.192,0.18,0,0,42.98,89390,9.2,19.15,31.61,40.58,54.76,66.21,39830,65740,84410,113900,137730,0,0
850,4800006,Coastal Plains Region of Texas nonmetropolitan area,6,TX,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,24.2,0.227,0.21,0,0,59.7,124170,11.6,24.06,38.98,45.94,89.24,99.73,50050,81070,95560,185620,207440,0,0
851,4900006,Eastern Utah nonmetropolitan area,6,UT,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,110,15.3,1.316,1.22,0,0,48.07,99990,8.4,30.16,48.27,48.27,48.27,51.9,62720,100400,100400,100400,107950,0,0
852,5000001,Southern Vermont nonmetropolitan area,6,VT,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,33.5,0.332,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,5500002,Northeastern Wisconsin nonmetropolitan area,6,WI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,100,17.9,0.542,0.5,0,0,38.63,80340,11.6,14.49,21.63,43.47,47.12,60.71,30130,45000,90410,98020,126270,0,0
854,5500003,South Central Wisconsin nonmetropolitan area,6,WI,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,30,21.5,0.169,0.16,0,0,42.06,87490,3.8,25.58,28.74,40.84,48.46,60.34,53200,59770,84950,100790,125500,0,0
